21 0 1 3 4
46 2 3 5 6
61 2 4 5 7
65 0 1 6 7
68 3 4 6 7
83 1 3 5 8
85 0 4 5 8
89 1 2 6 8
94 0 2 7 8
105 0 2 3 9
109 1 2 4 9
117 0 5 6 9
122 1 5 7 9
127 4 6 8 9
-127 3 7 8 9
-117 0 1 3 10
-115 0 2 3 10
-111 0 1 4 10
-109 0 3 4 10
-108 1 3 4 10
-102 1 3 5 10
-101 2 3 5 10
-97 2 3 6 10
-95 3 4 6 10
-93 2 5 6 10
-92 3 5 6 10
-87 0 1 7 10
-85 0 2 7 10
-83 1 5 7 10
-82 2 5 7 10
-78 0 2 8 10
-76 0 4 8 10
-74 2 6 8 10
-73 4 6 8 10
-71 0 7 8 10
-70 2 7 8 10
-65 1 4 9 10
-63 1 5 9 10
-61 4 6 9 10
-60 5 6 9 10
-58 1 7 9 10
-57 5 7 9 10
-54 4 8 9 10
-53 6 8 9 10
-51 7 8 9 10
-39 1 2 4 11
-37 1 3 4 11
-32 1 3 5 11
-27 3 4 6 11
-25 0 5 6 11
-24 3 5 6 11
-20 0 2 7 11
-17 2 4 7 11
-16 3 4 7 11
-14 0 6 7 11
-13 3 6 7 11
-12 4 6 7 11
-6 0 2 8 11
-5 1 2 8 11
-3 1 3 8 11
-1 0 5 8 11
0 1 5 8 11
1 3 5 8 11
4 0 7 8 11
5 2 7 8 11
7 3 7 8 11
12 0 2 9 11
13 1 2 9 11
15 1 4 9 11
16 2 4 9 11
19 0 5 9 11
20 1 5 9 11
22 0 6 9 11
23 4 6 9 11
24 5 6 9 11
29 1 3 10 11
31 1 4 10 11
32 3 4 10 11
35 1 5 10 11
36 3 5 10 11
39 3 6 10 11
40 4 6 10 11
42 5 6 10 11
45 1 9 10 11
46 4 9 10 11
48 5 9 10 11
50 6 9 10 11
62 0 1 3 12
64 0 2 3 12
71 1 3 5 12
72 2 3 5 12
74 2 4 5 12
78 0 1 6 12
83 0 1 7 12
85 0 2 7 12
87 2 4 7 12
89 1 5 7 12
90 2 5 7 12
91 4 5 7 12
94 0 6 7 12
95 1 6 7 12
97 4 6 7 12
101 1 3 8 12
104 1 5 8 12
105 3 5 8 12
107 4 5 8 12
109 1 6 8 12
110 4 6 8 12
114 0 2 9 12
116 0 3 9 12
117 2 3 9 12
120 2 4 9 12
122 0 6 9 12
123 4 6 9 12
125 3 8 9 12
126 4 8 9 12
127 6 8 9 12
-124 0 1 10 12
-122 0 2 10 12
-120 0 3 10 12
-119 1 3 10 12
-117 2 3 10 12
-114 1 5 10 12
-113 2 5 10 12
-112 3 5 10 12
-108 0 7 10 12
-107 1 7 10 12
-105 2 7 10 12
-103 5 7 10 12
-97 0 2 11 12
-95 2 4 11 12
-93 0 6 11 12
-92 4 6 11 12
-90 0 7 11 12
-89 2 7 11 12
-87 4 7 11 12
-85 6 7 11 12
-81 0 9 11 12
-80 2 9 11 12
-78 4 9 11 12
-76 6 9 11 12
-64 0 1 3 13
-60 0 1 4 13
-58 1 2 4 13
-56 0 3 4 13
-55 1 3 4 13
-49 0 4 5 13
-48 2 4 5 13
-44 0 1 6 13
-42 1 2 6 13
-40 0 5 6 13
-39 2 5 6 13
-34 2 4 7 13
-33 3 4 7 13
-31 2 5 7 13
-30 4 5 7 13
-25 1 2 8 13
-23 1 3 8 13
-21 1 6 8 13
-20 2 6 8 13
-17 2 7 8 13
-16 3 7 8 13
-12 0 3 9 13
-10 0 5 9 13
-8 0 6 9 13
-7 5 6 9 13
-4 3 7 9 13
-3 5 7 9 13
-1 3 8 9 13
0 6 8 9 13
1 7 8 9 13
6 2 5 10 13
8 2 6 10 13
9 5 6 10 13
12 2 7 10 13
13 5 7 10 13
16 2 8 10 13
17 6 8 10 13
19 7 8 10 13
22 5 9 10 13
23 6 9 10 13
25 7 9 10 13
27 8 9 10 13
33 1 2 11 13
35 1 3 11 13
37 1 4 11 13
38 2 4 11 13
40 3 4 11 13
43 2 7 11 13
44 3 7 11 13
45 4 7 11 13
49 1 8 11 13
50 2 8 11 13
52 3 8 11 13
54 7 8 11 13
60 0 1 12 13
62 0 3 12 13
63 1 3 12 13
66 0 6 12 13
67 1 6 12 13
70 1 8 12 13
71 3 8 12 13
73 6 8 12 13
76 0 9 12 13
77 3 9 12 13
79 6 9 12 13
81 8 9 12 13
95 0 1 4 14
97 1 2 4 14
102 2 3 5 14
104 0 4 5 14
105 2 4 5 14
109 0 1 6 14
111 1 2 6 14
113 2 3 6 14
115 0 5 6 14
116 2 5 6 14
117 3 5 6 14
122 0 1 7 14
125 0 6 7 14
126 1 6 7 14
-128 3 6 7 14
-123 0 4 8 14
-121 0 5 8 14
-120 3 5 8 14
-119 4 5 8 14
-116 0 7 8 14
-115 3 7 8 14
-111 1 2 9 14
-109 2 3 9 14
-107 1 4 9 14
-106 2 4 9 14
-103 1 7 9 14
-102 3 7 9 14
-100 3 8 9 14
-99 4 8 9 14
-98 7 8 9 14
-93 0 1 10 14
-91 0 4 10 14
-90 1 4 10 14
-87 0 7 10 14
-86 1 7 10 14
-83 0 8 10 14
-82 4 8 10 14
-80 7 8 10 14
-77 1 9 10 14
-76 4 9 10 14
-74 7 9 10 14
-72 8 9 10 14
-65 0 5 11 14
-64 3 5 11 14
-62 0 6 11 14
-61 3 6 11 14
-60 5 6 11 14
-56 0 7 11 14
-55 3 7 11 14
-54 6 7 11 14
-50 0 8 11 14
-49 3 8 11 14
-48 5 8 11 14
-45 7 8 11 14
-39 2 3 12 14
-37 2 4 12 14
-35 2 5 12 14
-34 3 5 12 14
-32 4 5 12 14
-29 3 8 12 14
-28 4 8 12 14
-27 5 8 12 14
-23 2 9 12 14
-22 3 9 12 14
-20 4 9 12 14
-18 8 9 12 14
-12 0 1 13 14
-10 1 2 13 14
-8 0 4 13 14
-7 1 4 13 14
-5 2 4 13 14
-2 0 5 13 14
-1 2 5 13 14
0 4 5 13 14
4 0 6 13 14
5 1 6 13 14
7 2 6 13 14
9 5 6 13 14
21 0 2 3 15
25 0 3 4 15
30 0 4 5 15
34 1 2 6 15
36 2 3 6 15
38 3 4 6 15
43 3 4 7 15
45 1 5 7 15
46 4 5 7 15
48 1 6 7 15
49 3 6 7 15
50 4 6 7 15
56 0 2 8 15
57 1 2 8 15
59 0 4 8 15
61 0 5 8 15
62 1 5 8 15
63 4 5 8 15
66 1 6 8 15
67 2 6 8 15
69 4 6 8 15
74 0 2 9 15
75 1 2 9 15
77 0 3 9 15
78 2 3 9 15
81 0 5 9 15
82 1 5 9 15
84 1 7 9 15
85 3 7 9 15
86 5 7 9 15
91 0 2 10 15
93 0 3 10 15
94 2 3 10 15
97 0 4 10 15
98 3 4 10 15
101 2 6 10 15
102 3 6 10 15
104 4 6 10 15
107 0 8 10 15
108 2 8 10 15
110 4 8 10 15
112 6 8 10 15
119 0 2 11 15
120 1 2 11 15
122 0 5 11 15
123 1 5 11 15
125 0 8 11 15
126 1 8 11 15
127 2 8 11 15
-126 5 8 11 15
-122 0 9 11 15
-121 1 9 11 15
-120 2 9 11 15
-117 5 9 11 15
-110 1 5 12 15
-109 4 5 12 15
-107 1 6 12 15
-106 4 6 12 15
-104 1 7 12 15
-103 4 7 12 15
-102 5 7 12 15
-99 6 7 12 15
-95 1 8 12 15
-94 4 8 12 15
-93 5 8 12 15
-90 6 8 12 15
-84 0 3 13 15
-82 0 4 13 15
-81 3 4 13 15
-78 0 5 13 15
-77 4 5 13 15
-74 3 7 13 15
-73 4 7 13 15
-71 5 7 13 15
-68 0 9 13 15
-67 3 9 13 15
-65 5 9 13 15
-63 7 9 13 15
-57 1 2 14 15
-55 2 3 14 15
-53 1 6 14 15
-52 2 6 14 15
-50 3 6 14 15
-47 1 7 14 15
-46 3 7 14 15
-45 6 7 14 15
-41 1 9 14 15
-40 2 9 14 15
-38 3 9 14 15
-36 7 9 14 15
