981 0 1 3
979 0 2 3
975 0 1 4
973 1 2 4
971 0 3 4
970 1 3 4
963 1 3 5
962 2 3 5
960 0 4 5
959 2 4 5
955 0 1 6
953 1 2 6
951 2 3 6
949 3 4 6
947 0 5 6
946 2 5 6
945 3 5 6
940 0 1 7
938 0 2 7
935 2 4 7
934 3 4 7
932 1 5 7
931 2 5 7
930 4 5 7
927 0 6 7
926 1 6 7
924 3 6 7
923 4 6 7
917 0 2 8
916 1 2 8
914 1 3 8
912 0 4 8
910 0 5 8
909 1 5 8
908 3 5 8
906 4 5 8
903 1 6 8
902 2 6 8
900 4 6 8
898 0 7 8
897 2 7 8
895 3 7 8
890 0 2 9
889 1 2 9
887 0 3 9
886 2 3 9
883 1 4 9
882 2 4 9
879 0 5 9
878 1 5 9
876 0 6 9
875 4 6 9
874 5 6 9
871 1 7 9
870 3 7 9
869 5 7 9
866 3 8 9
865 4 8 9
864 6 8 9
862 7 8 9
857 0 1 10
855 0 2 10
853 0 3 10
852 1 3 10
850 2 3 10
847 0 4 10
846 1 4 10
844 3 4 10
839 1 5 10
838 2 5 10
837 3 5 10
833 2 6 10
832 3 6 10
830 4 6 10
828 5 6 10
823 0 7 10
822 1 7 10
820 2 7 10
818 5 7 10
814 0 8 10
813 2 8 10
811 4 8 10
809 6 8 10
806 7 8 10
801 1 9 10
800 4 9 10
798 5 9 10
796 6 9 10
793 7 9 10
789 8 9 10
780 0 2 11
779 1 2 11
777 1 3 11
775 1 4 11
774 2 4 11
772 3 4 11
769 0 5 11
768 1 5 11
767 3 5 11
764 0 6 11
763 3 6 11
762 4 6 11
760 5 6 11
756 0 7 11
755 2 7 11
753 3 7 11
752 4 7 11
749 6 7 11
743 0 8 11
742 1 8 11
741 2 8 11
738 3 8 11
736 5 8 11
731 7 8 11
725 0 9 11
724 1 9 11
723 2 9 11
720 4 9 11
716 5 9 11
713 6 9 11
707 1 10 11
706 3 10 11
704 4 10 11
700 5 10 11
696 6 10 11
690 9 10 11
678 0 1 12
676 0 2 12
674 0 3 12
673 1 3 12
671 2 3 12
668 2 4 12
666 1 5 12
665 2 5 12
664 3 5 12
661 4 5 12
658 0 6 12
657 1 6 12
655 4 6 12
653 0 7 12
652 1 7 12
650 2 7 12
648 4 7 12
646 5 7 12
641 6 7 12
635 1 8 12
634 3 8 12
632 4 8 12
631 5 8 12
626 6 8 12
622 0 9 12
621 2 9 12
619 3 9 12
615 4 9 12
613 6 9 12
610 8 9 12
604 0 10 12
603 1 10 12
601 2 10 12
599 3 10 12
593 5 10 12
587 7 10 12
577 0 11 12
576 2 11 12
574 4 11 12
572 6 11 12
569 7 11 12
560 9 11 12
548 0 1 13
546 1 2 13
544 0 3 13
543 1 3 13
540 0 4 13
539 1 4 13
537 2 4 13
535 3 4 13
530 0 5 13
529 2 5 13
528 4 5 13
524 0 6 13
523 1 6 13
521 2 6 13
519 5 6 13
515 2 7 13
514 3 7 13
513 4 7 13
510 5 7 13
505 1 8 13
504 2 8 13
502 3 8 13
500 6 8 13
496 7 8 13
492 0 9 13
491 3 9 13
489 5 9 13
487 6 9 13
483 7 9 13
480 8 9 13
474 2 10 13
473 5 10 13
471 6 10 13
467 7 10 13
463 8 10 13
457 9 10 13
447 1 11 13
446 2 11 13
444 3 11 13
442 4 11 13
436 7 11 13
430 8 11 13
420 0 12 13
419 1 12 13
417 3 12 13
413 6 12 13
409 8 12 13
403 9 12 13
391 0 1 14
389 1 2 14
387 2 3 14
385 0 4 14
384 1 4 14
382 2 4 14
379 0 5 14
378 2 5 14
377 3 5 14
375 4 5 14
371 0 6 14
370 1 6 14
368 2 6 14
366 3 6 14
364 5 6 14
358 0 7 14
357 1 7 14
355 3 7 14
354 6 7 14
348 0 8 14
347 3 8 14
346 4 8 14
344 5 8 14
339 7 8 14
335 1 9 14
334 2 9 14
332 3 9 14
330 4 9 14
326 7 9 14
323 8 9 14
317 0 10 14
316 1 10 14
314 4 10 14
310 7 10 14
306 8 10 14
300 9 10 14
290 0 11 14
289 3 11 14
288 5 11 14
285 6 11 14
279 7 11 14
273 8 11 14
263 2 12 14
262 3 12 14
260 4 12 14
258 5 12 14
252 8 12 14
246 9 12 14
236 0 13 14
235 1 13 14
233 2 13 14
231 4 13 14
225 5 13 14
219 6 13 14
206 0 2 15
205 1 2 15
203 0 3 15
202 2 3 15
199 0 4 15
198 3 4 15
195 0 5 15
194 1 5 15
193 4 5 15
190 1 6 15
189 2 6 15
187 3 6 15
185 4 6 15
182 1 7 15
181 3 7 15
180 4 7 15
178 5 7 15
175 6 7 15
169 0 8 15
168 1 8 15
167 2 8 15
164 4 8 15
162 5 8 15
157 6 8 15
151 0 9 15
150 1 9 15
149 2 9 15
146 3 9 15
142 5 9 15
139 7 9 15
133 0 10 15
132 2 10 15
130 3 10 15
126 4 10 15
122 6 10 15
116 8 10 15
106 0 11 15
105 1 11 15
104 2 11 15
101 5 11 15
98 8 11 15
89 9 11 15
79 1 12 15
78 4 12 15
77 5 12 15
74 6 12 15
71 7 12 15
62 8 12 15
52 0 13 15
51 3 13 15
49 4 13 15
45 5 13 15
41 7 13 15
35 9 13 15
25 1 14 15
24 2 14 15
22 3 14 15
20 6 14 15
14 7 14 15
8 9 14 15
