969 0 1 3 4
944 2 3 5 6
929 2 4 5 7
925 0 1 6 7
922 3 4 6 7
907 1 3 5 8
905 0 4 5 8
901 1 2 6 8
896 0 2 7 8
885 0 2 3 9
881 1 2 4 9
873 0 5 6 9
868 1 5 7 9
863 4 6 8 9
861 3 7 8 9
851 0 1 3 10
849 0 2 3 10
845 0 1 4 10
843 0 3 4 10
842 1 3 4 10
836 1 3 5 10
835 2 3 5 10
831 2 3 6 10
829 3 4 6 10
827 2 5 6 10
826 3 5 6 10
821 0 1 7 10
819 0 2 7 10
817 1 5 7 10
816 2 5 7 10
812 0 2 8 10
810 0 4 8 10
808 2 6 8 10
807 4 6 8 10
805 0 7 8 10
804 2 7 8 10
799 1 4 9 10
797 1 5 9 10
795 4 6 9 10
794 5 6 9 10
792 1 7 9 10
791 5 7 9 10
788 4 8 9 10
787 6 8 9 10
785 7 8 9 10
773 1 2 4 11
771 1 3 4 11
766 1 3 5 11
761 3 4 6 11
759 0 5 6 11
758 3 5 6 11
754 0 2 7 11
751 2 4 7 11
750 3 4 7 11
748 0 6 7 11
747 3 6 7 11
746 4 6 7 11
740 0 2 8 11
739 1 2 8 11
737 1 3 8 11
735 0 5 8 11
734 1 5 8 11
733 3 5 8 11
730 0 7 8 11
729 2 7 8 11
727 3 7 8 11
722 0 2 9 11
721 1 2 9 11
719 1 4 9 11
718 2 4 9 11
715 0 5 9 11
714 1 5 9 11
712 0 6 9 11
711 4 6 9 11
710 5 6 9 11
705 1 3 10 11
703 1 4 10 11
702 3 4 10 11
699 1 5 10 11
698 3 5 10 11
695 3 6 10 11
694 4 6 10 11
692 5 6 10 11
689 1 9 10 11
688 4 9 10 11
686 5 9 10 11
684 6 9 10 11
672 0 1 3 12
670 0 2 3 12
663 1 3 5 12
662 2 3 5 12
660 2 4 5 12
656 0 1 6 12
651 0 1 7 12
649 0 2 7 12
647 2 4 7 12
645 1 5 7 12
644 2 5 7 12
643 4 5 7 12
640 0 6 7 12
639 1 6 7 12
637 4 6 7 12
633 1 3 8 12
630 1 5 8 12
629 3 5 8 12
627 4 5 8 12
625 1 6 8 12
624 4 6 8 12
620 0 2 9 12
618 0 3 9 12
617 2 3 9 12
614 2 4 9 12
612 0 6 9 12
611 4 6 9 12
609 3 8 9 12
608 4 8 9 12
607 6 8 9 12
602 0 1 10 12
600 0 2 10 12
598 0 3 10 12
597 1 3 10 12
595 2 3 10 12
592 1 5 10 12
591 2 5 10 12
590 3 5 10 12
586 0 7 10 12
585 1 7 10 12
583 2 7 10 12
581 5 7 10 12
575 0 2 11 12
573 2 4 11 12
571 0 6 11 12
570 4 6 11 12
568 0 7 11 12
567 2 7 11 12
565 4 7 11 12
563 6 7 11 12
559 0 9 11 12
558 2 9 11 12
556 4 9 11 12
554 6 9 11 12
542 0 1 3 13
538 0 1 4 13
536 1 2 4 13
534 0 3 4 13
533 1 3 4 13
527 0 4 5 13
526 2 4 5 13
522 0 1 6 13
520 1 2 6 13
518 0 5 6 13
517 2 5 6 13
512 2 4 7 13
511 3 4 7 13
509 2 5 7 13
508 4 5 7 13
503 1 2 8 13
501 1 3 8 13
499 1 6 8 13
498 2 6 8 13
495 2 7 8 13
494 3 7 8 13
490 0 3 9 13
488 0 5 9 13
486 0 6 9 13
485 5 6 9 13
482 3 7 9 13
481 5 7 9 13
479 3 8 9 13
478 6 8 9 13
477 7 8 9 13
472 2 5 10 13
470 2 6 10 13
469 5 6 10 13
466 2 7 10 13
465 5 7 10 13
462 2 8 10 13
461 6 8 10 13
459 7 8 10 13
456 5 9 10 13
455 6 9 10 13
453 7 9 10 13
451 8 9 10 13
445 1 2 11 13
443 1 3 11 13
441 1 4 11 13
440 2 4 11 13
438 3 4 11 13
435 2 7 11 13
434 3 7 11 13
433 4 7 11 13
429 1 8 11 13
428 2 8 11 13
426 3 8 11 13
424 7 8 11 13
418 0 1 12 13
416 0 3 12 13
415 1 3 12 13
412 0 6 12 13
411 1 6 12 13
408 1 8 12 13
407 3 8 12 13
405 6 8 12 13
402 0 9 12 13
401 3 9 12 13
399 6 9 12 13
397 8 9 12 13
383 0 1 4 14
381 1 2 4 14
376 2 3 5 14
374 0 4 5 14
373 2 4 5 14
369 0 1 6 14
367 1 2 6 14
365 2 3 6 14
363 0 5 6 14
362 2 5 6 14
361 3 5 6 14
356 0 1 7 14
353 0 6 7 14
352 1 6 7 14
350 3 6 7 14
345 0 4 8 14
343 0 5 8 14
342 3 5 8 14
341 4 5 8 14
338 0 7 8 14
337 3 7 8 14
333 1 2 9 14
331 2 3 9 14
329 1 4 9 14
328 2 4 9 14
325 1 7 9 14
324 3 7 9 14
322 3 8 9 14
321 4 8 9 14
320 7 8 9 14
315 0 1 10 14
313 0 4 10 14
312 1 4 10 14
309 0 7 10 14
308 1 7 10 14
305 0 8 10 14
304 4 8 10 14
302 7 8 10 14
299 1 9 10 14
298 4 9 10 14
296 7 9 10 14
294 8 9 10 14
287 0 5 11 14
286 3 5 11 14
284 0 6 11 14
283 3 6 11 14
282 5 6 11 14
278 0 7 11 14
277 3 7 11 14
276 6 7 11 14
272 0 8 11 14
271 3 8 11 14
270 5 8 11 14
267 7 8 11 14
261 2 3 12 14
259 2 4 12 14
257 2 5 12 14
256 3 5 12 14
254 4 5 12 14
251 3 8 12 14
250 4 8 12 14
249 5 8 12 14
245 2 9 12 14
244 3 9 12 14
242 4 9 12 14
240 8 9 12 14
234 0 1 13 14
232 1 2 13 14
230 0 4 13 14
229 1 4 13 14
227 2 4 13 14
224 0 5 13 14
223 2 5 13 14
222 4 5 13 14
218 0 6 13 14
217 1 6 13 14
215 2 6 13 14
213 5 6 13 14
201 0 2 3 15
197 0 3 4 15
192 0 4 5 15
188 1 2 6 15
186 2 3 6 15
184 3 4 6 15
179 3 4 7 15
177 1 5 7 15
176 4 5 7 15
174 1 6 7 15
173 3 6 7 15
172 4 6 7 15
166 0 2 8 15
165 1 2 8 15
163 0 4 8 15
161 0 5 8 15
160 1 5 8 15
159 4 5 8 15
156 1 6 8 15
155 2 6 8 15
153 4 6 8 15
148 0 2 9 15
147 1 2 9 15
145 0 3 9 15
144 2 3 9 15
141 0 5 9 15
140 1 5 9 15
138 1 7 9 15
137 3 7 9 15
136 5 7 9 15
131 0 2 10 15
129 0 3 10 15
128 2 3 10 15
125 0 4 10 15
124 3 4 10 15
121 2 6 10 15
120 3 6 10 15
118 4 6 10 15
115 0 8 10 15
114 2 8 10 15
112 4 8 10 15
110 6 8 10 15
103 0 2 11 15
102 1 2 11 15
100 0 5 11 15
99 1 5 11 15
97 0 8 11 15
96 1 8 11 15
95 2 8 11 15
92 5 8 11 15
88 0 9 11 15
87 1 9 11 15
86 2 9 11 15
83 5 9 11 15
76 1 5 12 15
75 4 5 12 15
73 1 6 12 15
72 4 6 12 15
70 1 7 12 15
69 4 7 12 15
68 5 7 12 15
65 6 7 12 15
61 1 8 12 15
60 4 8 12 15
59 5 8 12 15
56 6 8 12 15
50 0 3 13 15
48 0 4 13 15
47 3 4 13 15
44 0 5 13 15
43 4 5 13 15
40 3 7 13 15
39 4 7 13 15
37 5 7 13 15
34 0 9 13 15
33 3 9 13 15
31 5 9 13 15
29 7 9 13 15
23 1 2 14 15
21 2 3 14 15
19 1 6 14 15
18 2 6 14 15
16 3 6 14 15
13 1 7 14 15
12 3 7 14 15
11 6 7 14 15
7 1 9 14 15
6 2 9 14 15
4 3 9 14 15
2 7 9 14 15
